"corso_codice","corso_descrizione","scuola_long","annopubblicazione","p_fuoriregione","p_laureatiincorso","p_esperienzaestero","p_soddisfatti","p_soddisfatti_italia","p_lavorano","p_lavorano_italia","p_studiano","p_studiano_italia","annoaccademico","immatricolabile","url","campus","sededidattica","scuola","tipologia","durata","internazionale","internazionale_titolo","internazionale_lingua","lingue","accesso"
0,"Giurisprudenza","Giurisprudenza",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Giurisprudenza","Scuola",0,"img/graduate.svg","","","","" 
1,"Scienze","Scienze",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Scienze","Scuola",0,"img/flask.svg","","","",""
2,"Farmacia, Biotecnologie e Scienze motorie","Farmacia, Biotecnologie e Scienze motorie",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Scuola",0,"img/book.svg","","","",""
3,"Economia, Management e Statistica","Economia, Management e Statistica",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Economia, Management e Statistica","Scuola",0,"img/form.svg","","","",""
4,"Scienze politiche","Scienze politiche",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Scienze politiche","Scuola",0,"img/contacts.svg","","","",""
5,"Lingue e Letterature, Traduzione e Interpretazione","Lingue e Letterature, Traduzione e Interpretazione",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Lingue e Letterature, Traduzione e Interpretazione","Scuola",0,"img/headphones.svg","","","",""
6,"Ingegneria e Architettura","Ingegneria e Architettura",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Ingegneria e Architettura","Scuola",0,"img/office.svg","","","",""
7,"Medicina e Chirurgia","Medicina e Chirurgia",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Medicina e Chirurgia","Scuola",0,"img/doctor.svg","","","",""
8,"Lettere e Beni culturali","Lettere e Beni culturali",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Lettere e Beni culturali","Scuola",0,"img/notebook.svg","","","",""
9,"Agraria e Medicina Veterinaria","Agraria e Medicina Veterinaria",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Agraria e Medicina Veterinaria","Scuola",0,"img/sprout.svg","","","",""
10,"Psicologia e Scienze della Formazione","Psicologia e Scienze della Formazione",2017,2,2,2,2,2,2,2,2,2,"2016/2017","True","http:...","Bologna","Bologna","Psicologia e Scienze della Formazione","Scuola",0,"img/solution.svg","","","",""
659,"Giurisprudenza","Giurisprudenza",2017,0.62,0.36,0.17,0.89,0.87,0.22,0.19,0.53,0.47,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/0659","Bologna","Bologna","Giurisprudenza","Laurea Magistrale a ciclo unico",5,"True","Titolo multiplo","","Italiano","libero accesso con verifica delle conoscenze"
660,"Giurisprudenza","Giurisprudenza",2017,0.14,0.28,0.04,0.96,0.87,0.26,0.19,0.39,0.47,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/0660","Ravenna","Ravenna","Giurisprudenza","Laurea Magistrale a ciclo unico",5,"True","Titolo multiplo","","Italiano","libero accesso con verifica delle conoscenze"
8004,"Astronomia","Scienze",2017,0.5,0.29,NA,0.89,0.91,0.13,0.24,0.87,0.72,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8004","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","numero chiuso"
8005,"Biotecnologie","Farmacia, Biotecnologie e Scienze motorie",2017,0.3,0.69,0.02,0.95,0.91,0.19,0.17,0.76,0.8,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8005","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Laurea",3,"False","","","Italiano","numero chiuso"
8006,"Chimica e chimica dei materiali","Scienze",2017,0.57,0.52,0.08,0.96,0.94,0.18,0.22,0.79,0.75,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8006","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","numero chiuso"
8007,"Fisica","Scienze",2017,0.38,0.33,NA,0.91,0.91,0.12,0.24,0.85,0.72,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8007","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","numero chiuso"
8009,"Informatica","Scienze",2017,0.43,0.26,0.02,0.91,0.91,0.59,0.57,0.3,0.37,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8009","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","numero chiuso"
8010,"Matematica","Scienze",2017,0.43,0.39,0.09,0.85,0.92,0.22,0.23,0.78,0.75,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8010","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","libero accesso con verifica delle conoscenze"
8011,"Scienze ambientali","Scienze",2017,0.3,0.38,0.04,0.89,0.9,0.37,0.26,0.58,0.67,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8011","Ravenna","Ravenna","Scienze","Laurea",3,"False","","","Italiano","libero accesso con verifica delle conoscenze"
8012,"Scienze biologiche","Scienze",2017,0.3,0.29,0.06,0.89,0.9,0.25,0.16,0.65,0.81,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8012","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","numero chiuso"
8013,"Scienze e tecnologie informatiche","Scienze",2017,NA,NA,NA,0.8,0.91,0.62,0.57,0.36,0.37,"2016/2017","False","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8013","Cesena","","Scienze","Laurea",3,"True","Titolo multiplo","","Italiano","numero chiuso"
8014,"Informatica per il management","Scienze",2017,0.41,0.1,0.1,0.9,0.91,0.71,0.57,0.26,0.37,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8014","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","numero chiuso"
8015,"Scienze geologiche","Scienze",2017,0.42,0.28,NA,0.95,0.94,0.19,0.18,0.81,0.76,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8015","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","numero chiuso"
8016,"Scienze naturali","Scienze",2017,0.4,0.14,NA,0.93,0.9,0.12,0.26,0.85,0.67,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8016","Bologna","Bologna","Scienze","Laurea",3,"False","","","Italiano","numero chiuso"
8018,"Astrofisica e cosmologia","Scienze",2017,0.65,0.43,0.03,0.93,0.95,0.5,0.22,0.25,0.65,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8018","Bologna","Bologna","Scienze","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8020,"Bioinformatics","Scienze",2017,0.91,0.59,NA,0.88,0.91,0.33,0.31,0.67,0.24,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8020","Bologna","Bologna","Scienze","Laurea Magistrale",2,"True","Titolo multiplo","Erogato in lingua straniera","Inglese","libero accesso con verifica dell'adeguatezza della preparazione"
8021,"Biologia molecolare e cellulare","Farmacia, Biotecnologie e Scienze motorie",2017,0.83,0.79,0.15,1,0.91,0.17,0.31,0.5,0.24,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8021","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8022,"Biotecnologie molecolari e industriali","Farmacia, Biotecnologie e Scienze motorie",2017,0.63,0.81,0.17,0.91,0.91,0.3,0.37,0.41,0.28,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8022","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8023,"Biologia della salute","Farmacia, Biotecnologie e Scienze motorie",2017,0.64,0.68,0.05,0.93,0.91,0.36,0.31,0.24,0.24,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8023","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8025,"Fisica","Scienze",2017,0.51,0.6,0.1,0.89,0.93,0.54,0.29,0.31,0.57,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8025","Bologna","Bologna","Scienze","Laurea Magistrale",2,"True","","Erogato in lingua straniera (solo alcuni curricula)","Italiano Inglese","libero accesso con verifica dell'adeguatezza della preparazione"
8026,"Fotochimica e materiali molecolari","Scienze",2017,0.63,0.67,0.05,0.9,0.91,0.08,0.42,0.77,0.34,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8026","Bologna","Bologna","Scienze","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8027,"Geologia e territorio","Scienze",2017,0.56,0.54,0.02,0.91,0.9,0.22,0.36,0.28,0.23,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8027","Bologna","Bologna","Scienze","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8028,"Informatica","Scienze",2017,0.61,0.31,0.04,0.87,0.92,0.71,0.77,0.29,0.18,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8028","Bologna","Bologna","Scienze","Laurea Magistrale",2,"True","Titolo multiplo","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8036,"Scienze e tecniche dell'attivita' motoria preventiva e adattata","Farmacia, Biotecnologie e Scienze motorie",2017,0.37,0.79,0.07,0.88,0.82,0.74,0.71,0.11,0.07,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8036","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8037,"Scienze e tecniche dell'attivita' sportiva","Farmacia, Biotecnologie e Scienze motorie",2017,0.37,0.81,0.04,0.91,0.86,0.76,0.73,0.07,0.06,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8037","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8038,"Economia, mercati e istituzioni","Economia, Management e Statistica",2017,0.55,0.66,0.15,0.88,0.88,0.34,0.27,0.54,0.66,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8038","Bologna","Bologna","Economia, Management e Statistica","Laurea",3,"False","","","Italiano","numero chiuso"
8040,"Servizio sociale","Scienze politiche",2017,0.46,0.67,0.05,0.92,0.92,0.49,0.37,0.33,0.43,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8040","Bologna","Bologna","Scienze politiche","Laurea",3,"False","","","Italiano","numero chiuso"
8048,"Scienze internazionali e diplomatiche","Scienze politiche",2017,0.63,0.63,0.41,0.93,0.89,0.22,0.31,0.71,0.59,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8048","Forlì","Forlì","Scienze politiche","Laurea",3,"False","","","Italiano Inglese","libero accesso con verifica delle conoscenze"
8049,"Interdisciplinary research and studies on eastern europe","Scienze politiche",2017,0.88,0.89,1,0.82,0.89,0.52,0.45,0,0.14,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8049","Forlì","Forlì","Scienze politiche","Laurea Magistrale",2,"True","Titolo congiunto","Erogato in lingua straniera","Inglese","libero accesso con verifica dell'adeguatezza della preparazione"
8051,"Mass media e politica","Scienze politiche",2017,0.59,0.77,0.18,0.91,0.9,0.42,0.49,0.19,0.13,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8051","Forlì","Forlì","Scienze politiche","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8053,"Finanza, assicurazioni e impresa","Economia, Management e Statistica",2017,0.55,0.46,0.05,0.94,0.95,0.39,0.33,0.45,0.62,"2016/2017","False","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8053","Rimini","Rimini","Economia, Management e Statistica","Laurea",3,"False","","","Italiano","libero"
8054,"Scienze statistiche","Economia, Management e Statistica",2017,0.51,0.4,0.07,0.94,0.95,0.35,0.33,0.64,0.62,"2016/2017","False","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8054","Bologna","Bologna","Economia, Management e Statistica","Laurea",3,"True","Titolo multiplo (solo alcuni curricula)","","Italiano","libero"
8059,"Mediazione linguistica interculturale","Lingue e Letterature, Traduzione e Interpretazione",2017,0.58,0.88,0.78,0.91,0.8,0.27,0.39,0.63,0.48,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8059","Forlì","Forlì","Lingue e Letterature, Traduzione e Interpretazione","Laurea",3,"True","Titolo multiplo","","Italiano","numero chiuso"
8060,"Interpretazione","Lingue e Letterature, Traduzione e Interpretazione",2017,0.67,0.72,0.19,0.79,0.86,0.67,0.66,0.13,0.1,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8060","Forlì","Forlì","Lingue e Letterature, Traduzione e Interpretazione","Laurea Magistrale",2,"False","","","Italiano","numero chiuso"
8061,"Traduzione specializzata","Lingue e Letterature, Traduzione e Interpretazione",2017,0.75,0.84,0.34,0.94,0.86,0.7,0.66,0.09,0.1,"2016/2017","False","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8061","Forlì","Forlì","Lingue e Letterature, Traduzione e Interpretazione","Laurea Magistrale",2,"False","","","Italiano","numero chiuso"
8182,"Design del prodotto industriale","Ingegneria e Architettura",2017,0.27,0.69,NA,0.83,0.82,NA,0.4,NA,0.38,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8182","Bologna","Bologna","Ingegneria e Architettura","Laurea",3,"False","","","Italiano","numero chiuso"
8198,"Ingegneria biomedica","Ingegneria e Architettura",2017,0.42,0.27,NA,0.84,0.88,0.59,0.61,0.28,0.21,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8198","Cesena","Cesena","Ingegneria e Architettura","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8204,"Odontoiatria e protesi dentaria","Medicina e Chirurgia",2017,0.48,0.74,NA,0.65,0.85,0.84,0.76,0.11,0.1,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8204","Bologna","Bologna","Medicina e Chirurgia","Laurea Magistrale a ciclo unico",6,"False","","","Italiano","numero chiuso"
8208,"Matematica","Scienze",2017,0.58,0.77,0.14,0.98,0.93,0.6,0.57,0.16,0.28,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8208","Bologna","Bologna","Scienze","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8209,"Scienze e gestione della natura","Scienze",2017,0.62,0.92,0.04,0.73,0.87,0.6,0.47,0.1,0.17,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8209","Bologna","Bologna","Scienze","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8210,"Management delle attivita' motorie e sportive","Farmacia, Biotecnologie e Scienze motorie",2017,0.6,0.91,0.04,0.69,0.73,0.67,0.56,0.13,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8210","Rimini","Rimini","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8211,"Civil engineering","Ingegneria e Architettura",2017,0.74,0.74,0.29,0.93,0.9,0.76,0.55,0.12,0.13,"2016/2017","False","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8211","Bologna","Bologna","Ingegneria e Architettura","Laurea Magistrale",2,"True","Titolo multiplo","Erogato in lingua straniera","Inglese","libero accesso con verifica dell'adeguatezza della preparazione"
8263,"Ingegneria aerospaziale","Ingegneria e Architettura",2017,0.4,0.28,NA,0.82,0.89,0.32,0.17,0.64,0.81,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8263","Forlì","Forlì","Ingegneria e Architettura","Laurea",3,"False","","","Italiano","numero chiuso"
8405,"Economia aziendale","Economia, Management e Statistica",2017,0.38,0.59,0.13,0.87,0.88,0.35,0.3,0.61,0.62,"2016/2017","False","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8405","Bologna","Bologna","Economia, Management e Statistica","Laurea",3,"False","","","Italiano","numero chiuso"
8406,"Management e marketing","Economia, Management e Statistica",2017,0.46,0.82,0.17,0.91,0.88,0.26,0.3,0.68,0.62,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8406","Bologna","Bologna","Economia, Management e Statistica","Laurea",3,"False","","","Italiano","numero chiuso"
8408,"Economics","Economia, Management e Statistica",2017,0.81,1,0.27,0.8,0.89,0.38,0.52,0.56,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8408","Bologna","Bologna","Economia, Management e Statistica","Laurea Magistrale",2,"True","","Erogato in lingua straniera","Inglese","libero accesso con verifica dell'adeguatezza della preparazione"
8412,"Chimica e tecnologia farmaceutiche","Farmacia, Biotecnologie e Scienze motorie",2017,0.54,0.47,0.02,1,0.94,0.46,0.59,0.31,0.18,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8412","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale a ciclo unico",5,"False","","","Italiano","numero chiuso"
8413,"Farmacia","Farmacia, Biotecnologie e Scienze motorie",2017,0.45,0.2,0.12,0.88,0.94,0.5,0.59,0.33,0.18,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8413","Bologna","Bologna","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale a ciclo unico",5,"False","","","Italiano","numero chiuso"
8414,"Farmacia","Farmacia, Biotecnologie e Scienze motorie",2017,0.23,0.44,NA,0.96,0.94,0.38,0.59,0.25,0.18,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8414","Rimini","Rimini","Farmacia, Biotecnologie e Scienze motorie","Laurea Magistrale a ciclo unico",5,"False","","","Italiano","numero chiuso"
8415,"Medicina e chirurgia","Medicina e Chirurgia",2017,0.7,0.61,0.3,0.94,0.85,NA,0.33,NA,0.57,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8415","Bologna","Bologna","Medicina e Chirurgia","Laurea Magistrale a ciclo unico",6,"False","","","Italiano","numero chiuso"
8418,"Analisi e gestione dell'ambiente","Scienze",2017,0.74,0.71,0.36,0.94,0.87,0.59,0.46,0.06,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8418","Ravenna","Ravenna","Scienze","Laurea Magistrale",2,"True","Titolo multiplo (solo alcuni curricula)","Erogato in lingua straniera (solo alcuni curricula)","Italiano Inglese","libero accesso con verifica dell'adeguatezza della preparazione"
8419,"Biodiversita' ed evoluzione","Scienze",2017,0.63,0.58,0.03,0.91,0.91,0.42,0.31,0.21,0.24,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8419","Bologna","Bologna","Scienze","Laurea Magistrale",2,"False","","","Italiano","libero accesso con verifica dell'adeguatezza della preparazione"
8420,"Economia e politica economica","Economia, Management e Statistica",2017,0.8,0.61,0.15,0.89,0.89,0.52,0.52,0.24,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8420","Bologna","Bologna","Economia, Management e Statistica","Laurea Magistrale",2,"True","Titolo multiplo (solo alcuni curricula)","Erogato in lingua straniera (solo alcuni curricula)","Italiano Inglese","libero accesso con verifica dell'adeguatezza della preparazione"
8470,"Dietistica (abilitante alla professione sanitaria di dietista)","Medicina e Chirurgia",2017,0.22,0.62,0.07,0.92,0.88,0.8,0.52,0,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8470","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8473,"Infermieristica (abilitante alla professione sanitaria di infermiere)","Medicina e Chirurgia",2017,0.4,0.65,0.08,0.91,0.91,0.66,0.69,0.13,0.08,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8473","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8474,"Infermieristica (abilitante alla professione sanitaria di infermiere)","Medicina e Chirurgia",2017,0.31,0.78,0.02,0.93,0.91,0.8,0.69,0.06,0.08,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8474","Ravenna","Faenza","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8475,"Infermieristica (abilitante alla professione sanitaria di infermiere)","Medicina e Chirurgia",2017,0.29,0.68,0.02,0.96,0.91,0.89,0.69,0.05,0.08,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8475","Rimini","Rimini","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8476,"Fisioterapia (abilitante alla professione sanitaria di fisioterapista)","Medicina e Chirurgia",2017,0.23,0.86,NA,0.73,0.83,0.96,0.81,0,0.09,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8476","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8477,"Educazione professionale (abilitante alla professione sanitaria di educatore professionale)","Medicina e Chirurgia",2017,0.07,0.81,NA,1,0.83,0.77,0.81,0.18,0.09,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8477","Bologna","Imola","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8478,"Logopedia (abilitante alla professione sanitaria di logopedista)","Medicina e Chirurgia",2017,NA,1,NA,0.92,0.83,0.78,0.81,0.11,0.09,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8478","Ravenna","Faenza","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8479,"Podologia (abilitante alla professione sanitaria di podologo)","Medicina e Chirurgia",2017,0.5,0.71,0.08,0.91,0.83,0.88,0.81,0,0.09,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8479","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8481,"Igiene dentale (abilitante alla professione sanitaria di igienista dentale)","Medicina e Chirurgia",2017,0.39,0.9,NA,0.94,0.88,1,0.52,0,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8481","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8482,"Tecniche di neurofisiopatologia (abilitante alla professione sanitaria di tecnico di neurofisiopatologia)","Medicina e Chirurgia",2017,0.43,0.71,NA,0.83,0.88,0.83,0.52,0,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8482","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8483,"Tecniche ortopediche (abilitante alla professione sanitaria di tecnico ortopedico)","Medicina e Chirurgia",2017,0.78,0.64,NA,0.86,0.88,0.67,0.52,0.17,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8483","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8484,"Tecniche di laboratorio biomedico (abilitante alla professione sanitaria di tecnico di laboratorio biomedico)","Medicina e Chirurgia",2017,0.56,0.79,0.11,0.94,0.88,0.36,0.52,0.29,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8484","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8485,"Tecniche di radiologia medica, per immagini e radioterapia (abilitante alla professione sanitaria di tecnico di radiologia medica)","Medicina e Chirurgia",2017,0.5,0.36,0.17,1,0.88,0.46,0.52,0.27,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8485","Bologna","Bologna","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8486,"Tecniche di radiologia medica, per immagini e radioterapia (abilitante alla professione sanitaria di tecnico di radiologia medica)","Medicina e Chirurgia",2017,0.09,0.85,NA,1,0.88,0.73,0.52,0,0.16,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8486","Rimini","Rimini","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8487,"Tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (abilitante  alla professione sanitaria di tecnico della prevenzione nell'ambiente e nei luoghi di lavoro)","Medicina e Chirurgia",2017,0.37,0.7,NA,0.8,0.86,0.47,0.45,0.29,0.23,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8487","Bologna","Imola","Medicina e Chirurgia","Laurea",3,"False","","","Italiano","numero chiuso"
8488,"Scienze infermieristiche e ostetriche","Medicina e Chirurgia",2017,0.19,0.84,NA,0.73,0.79,0.94,0.92,0,0.03,"2016/2017","True","http://www.unibo.it/it/didattica/corsi-di-studio/corso/2016/8488","Bologna","Bologna","Medicina e Chirurgia","Laurea Magistrale",2,"False","","","Italiano","numero chiuso"
